TRACK_clean,ncaa_name,espn_name,dist,primary_color,secondary_color,tertiary_color,color_4,color_5,color_6,logo_url,color_3,conference,ncaa_name_TRUE
UMass Lowell,UMass Lowell,UMass Lowell,0,#003DA5,#C8102E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/UMass_Lowell_River_Hawks_logo.svg/320px-UMass_Lowell_River_Hawks_logo.svg.png,NA,Am. East,UMass Lowell
UMBC,UMBC,UMBC,0,#B18906,#FFC20E,#000000,#ED1C24,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/UMBC_Retrievers_logo.svg/259px-UMBC_Retrievers_logo.svg.png,NA,Am. East,UMBC
UMKC,Kansas City,UMKC,0,#005293,#FECB00,#000000,#DCDDDE,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Kansas_City_Roos_logo.svg/254px-Kansas_City_Roos_logo.svg.png,NA,WAC,Kansas City
UNC-Asheville,UNC Asheville,UNC Asheville,0.05128205128205132,#003DA5,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/UNC_Asheville_Bulldogs_logo.svg/320px-UNC_Asheville_Bulldogs_logo.svg.png,NA,Big South,UNC-Asheville
UNC-Greensboro,UNC Greensboro,UNCG,0.04761904761904767,#0F2044,#FFB71B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/UNCG_Spartans_logo.svg/309px-UNCG_Spartans_logo.svg.png,NA,Southern,UNC-Greensboro
UNC-Wilmington,UNCW,UNC Wilmington,0.23809523809523814,#006666,#003366,#FFD600,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/UNC_Wilmington_Seahawks_logo.svg/211px-UNC_Wilmington_Seahawks_logo.svg.png,NA,CAA,UNC-Wilmington
UNCW,UNCW,UNC Wilmington,0,#006666,#003366,#FFD600,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/UNC_Wilmington_Seahawks_logo.svg/211px-UNC_Wilmington_Seahawks_logo.svg.png,NA,CAA,UNCW
UNLV,UNLV,UNLV,0,#B10202,#666666,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/UNLV_Rebels_wordmark.svg/320px-UNLV_Rebels_wordmark.svg.png,NA,MWC,UNLV
USC,Southern California,USC,0,#FFC72C,#990000,#FFC72C,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/USC_Trojans_logo.svg/161px-USC_Trojans_logo.svg.png,NA,Pac 12,Southern California
USC Upstate,USC Upstate,USC Upstate,0,#00703C,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/USC_Upstate_Spartans_logo.svg/320px-USC_Upstate_Spartans_logo.svg.png,NA,Big South,USC Upstate
UT-Arlington,UT Arlington,UT Arlington,0.05555555555555569,#F58025,#0064B1,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/UT_Arlington_Mavericks_logo.svg/310px-UT_Arlington_Mavericks_logo.svg.png,NA,Sunbelt,UT-Arlington
UT-Rio Grande Valley,UTRGV,UT Rio Grande,0.33333333333333337,#FFA300,#F05023,#00843D,#0C2340,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Texas%E2%80%93Rio_Grande_Valley_Vaqueros_logo.svg/320px-Texas%E2%80%93Rio_Grande_Valley_Vaqueros_logo.svg.png,NA,WAC,UT-Rio Grande Valley
Utah,Utah,Utah,0,#CC0000,#808080,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Utah_Utes_logo.svg/263px-Utah_Utes_logo.svg.png,NA,Pac 12,Utah
Utah State,Utah St.,Utah State,0.1416666666666666,#0F2439,#FFFFFF,#9D968D,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Utah_State_Aggies_logo.svg/317px-Utah_State_Aggies_logo.svg.png,NA,MWC,Utah State
Utah Valley,Utah Valley,Utah Valley,0,#275D38,#000000,#8E8C89,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Utah_Valley_Wolverines_logo.svg/320px-Utah_Valley_Wolverines_logo.svg.png,NA,WAC,Utah Valley
UTEP,UTEP,UTEP,0,#FF8200,#041E42,#B1B3B3,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/UTEP_Miners_logo.svg/238px-UTEP_Miners_logo.svg.png,NA,C-USA,UTEP
UTSA,UTSA,UTSA,0,#F15A22,#0C2340,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/UTSA_Roadrunners_logo.svg/320px-UTSA_Roadrunners_logo.svg.png,NA,C-USA,UTSA
Va. Military Institute,VMI,VMI,0,#AE122A,#FFD619,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/VMI_Keydets_logo.svg/225px-VMI_Keydets_logo.svg.png,NA,Southern,VMI
Valparaiso,Valparaiso,Valparaiso,0,#381E0E,#613318,#FFCC00,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/f/fb/Valparaiso_Crusaders_wordmark.svg,NA,MVC,Valparaiso
Vanderbilt,Vanderbilt,Vanderbilt,0,#000000,#866D4B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/246px-Vanderbilt_Commodores_logo.svg.png,NA,SEC,Vanderbilt
VCU,VCU,VCU,0,#FFB300,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/VCU_Rams_logo.svg/320px-VCU_Rams_logo.svg.png,NA,A-10,VCU
Vermont,Vermont,Vermont,0,#154734,#8B5B29,#FFC72C,#C6AA76,#FF6A13,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Vermont_Catamounts_logo.svg/246px-Vermont_Catamounts_logo.svg.png,NA,Am. East,Vermont
Villanova,Villanova,Villanova,0,#00205B,#13B5EA,#8B634B,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Villanova_Wildcats_logo.svg/269px-Villanova_Wildcats_logo.svg.png,NA,Big East,Villanova
Virginia,Virginia,UVA,0,#232D4B,#F84C1E,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Virginia_Cavaliers_sabre.svg/320px-Virginia_Cavaliers_sabre.svg.png,NA,ACC,Virginia
Virginia Tech,Virginia Tech,Virginia Tech,0,#630031,#CF4420,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/320px-Virginia_Tech_Hokies_logo.svg.png,NA,ACC,Virginia Tech
VMI,VMI,VMI,0,#AE122A,#FFD619,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/VMI_Keydets_logo.svg/225px-VMI_Keydets_logo.svg.png,NA,Southern,VMI
Wagner,Wagner,Wagner,0,#004331,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Wagner_Seahawks_logo.svg/320px-Wagner_Seahawks_logo.svg.png,NA,NEC,Wagner
Wake Forest,Wake Forest,Wake Forest,0,#A67F31,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Wake_Forest_University_Athletic_logo.svg/320px-Wake_Forest_University_Athletic_logo.svg.png,NA,ACC,Wake Forest
Washington,Washington,Washington,0,#4B2E83,#B7A57A,#85754D,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/320px-Washington_Huskies_logo.svg.png,NA,Pac 12,Washington
Washington St.,Washington St.,Washington St,0,#981E32,#5E6A71,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Washington_State_Cougars_logo.svg/252px-Washington_State_Cougars_logo.svg.png,NA,Pac 12,Washington St.
Weber State,Weber St.,Weber State,0.12794612794612803,#A1A1A4,#130C0E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Weber_State_Wildcats_logo.svg/310px-Weber_State_Wildcats_logo.svg.png,NA,Big Sky,Weber State
West Virginia,West Virginia,West Virginia,0,#002855,#EAAA00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/West_Virginia_Mountaineers_logo.svg/233px-West_Virginia_Mountaineers_logo.svg.png,NA,Big 12,West Virginia
Western Carolina,Western Caro.,W Carolina,0.10897435897435892,#592C88,#B9975B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Western_Carolina_Catamounts_logo.svg/290px-Western_Carolina_Catamounts_logo.svg.png,NA,Southern,Western Carolina
Western Illinois,Western Ill.,W Illinois,0.13194444444444453,#663399,#FFCC00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Western_Illinois_Leathernecks_logo.svg/249px-Western_Illinois_Leathernecks_logo.svg.png,NA,Summit,Western Illinois
Western Kentucky,Western Ky.,W Kentucky,0.15530303030303028,#C60C30,#1E1E1E,#A2A4A3,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/WKU_Athletics_logo.svg/320px-WKU_Athletics_logo.svg.png,NA,C-USA,Western Kentucky
Western Michigan,Western Mich.,W Michigan,0.10897435897435892,#6C4023,#B5A167,#AAA8AA,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Western_Michigan_Broncos_logo.svg/318px-Western_Michigan_Broncos_logo.svg.png,NA,MAC,Western Michigan
Wichita State,Wichita St.,Wichita State,0.10722610722610726,#FFCD00,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Wichita_State_Shockers_logo.svg/288px-Wichita_State_Shockers_logo.svg.png,NA,AAC,Wichita State
William and Mary,William & Mary,William & Mary,0.12477106227106238,#115740,#F0B323,#D0D3D4,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/William_and_Mary_Tribe_logo.svg/277px-William_and_Mary_Tribe_logo.svg.png,NA,CAA,William and Mary
Winthrop,Winthrop,Winthrop,0,#872434,#FFC82E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Winthrop_Eagles_logo.svg/274px-Winthrop_Eagles_logo.svg.png,NA,Big South,Winthrop
Wis.-Milwaukee,Milwaukee,Milwaukee,0.15608465608465616,#FFBD00,#CCCCCC,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Wisconsin%E2%80%93Milwaukee_Panthers_head_logo.svg/320px-Wisconsin%E2%80%93Milwaukee_Panthers_head_logo.svg.png,NA,Horizon,Wis.-Milwaukee
Wisconsin,Wisconsin,Wisconsin,0,#C5050C,#FFFFFF,#9B0000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Wisconsin_Badgers_logo.svg/254px-Wisconsin_Badgers_logo.svg.png,NA,Big 10,Wisconsin
Wofford,Wofford,Wofford,0,#886E4C,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Wofford_Terriers_logo.svg/217px-Wofford_Terriers_logo.svg.png,NA,Southern,Wofford
Wright State,Wright St.,Wright State,0.1166666666666667,#026937,#CEA052,#FFE1A5,#DE6328,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Wright_State_Raiders_logo.svg/313px-Wright_State_Raiders_logo.svg.png,NA,Horizon,Wright State
Wyoming,Wyoming,Wyoming,0,#FFC425,#492F24,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Wyoming_Athletics_logo.svg/138px-Wyoming_Athletics_logo.svg.png,NA,MWC,Wyoming
Xavier (Ohio),Xavier,Xavier,0.17948717948717952,#0C2340,#9EA2A2,#0099CC,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Xavier_Musketeers_logo.svg/301px-Xavier_Musketeers_logo.svg.png,NA,Big East,Xavier (Ohio)
Yale,Yale,Yale,0,#00356B,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Yale_Bulldogs_logo.svg/247px-Yale_Bulldogs_logo.svg.png,NA,Ivy,Yale
Youngstown St.,Youngstown St.,Youngstown St,0,#C8102E,#F3D54E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Youngstown_State_Penguins_logo.svg/320px-Youngstown_State_Penguins_logo.svg.png,NA,Horizon,Youngstown St.
